text,label
Sometimes I wish my bitch ass wasn't clumsy bc I fell and scraped my knee at the pool and everybody saw me fall,0
"Will I be offended when cunts celebrate my death by rejoicing and bitching about me?   No, because I'll be a dead cunt.  😑",0
Hoes be like what do you do for a living ? Where area you live in ? Nun yo fucking buisness gold digging ass bitch,0
minghao really is a whole entire fuckin MAN i love that bitch !,0
ITS SO DISRESPECT IF YALL FRIENDS CALL YOU BITCH OR HOE . !!!!!!!!,0
Ugly bitches N FUCK THAT WHORE FUFU YAI,0
"Do I have a favourite track? The whole album, bitch.     #LustForLife",0
@CUNTGAWDESS Bitch I'm scared lmao,0
Bitches b saying no but body b saying yes ain't nobody bout to rape u bitch 😒,0
"I hate a "" you need to eat healthy "" Ass Bitch like hoe I'm tryna die early leave me alone.",0
"You put your bitch on the shelf , Nigga I make my hoe bring the cab back ",0
"Kisses, bitch. I don't hate you and I don't want to feel this mad, burnt, and fucking brushed off. Free Willy, cunt.",0
FINE ASS BITCH. CUTE ASS HOE. YOU A FUCKING BADDIE BITCH. I FUCKING LOVE YOUUUUU https://t.co/Br6LLFBBXm,1
@BlackBreedMe You nasty little slutty whore your Pussy belong to me,0
"shut up i love Those puma shoes already but a bitch is broke so ,,,, im Still going to try to buy it 👅",0
Depression is a whole entire bitch,0
This dude over here harassing my life again- as if he's apart of it. Shut the hell up little Bitch. Re open my twitter whore page you made,0
you can never take a L off a real bitch😩 im hotter than them hoes that you chill w😂 https://t.co/kzUZlgSyuB,1
Love it when people try to talk to me and I don't realise what a bitchy moody cunt I am that doesny stop ranting like,0
"Christmas trees are just regular trees that decided to become drag queens. Misty-Mistle-hoe came to sleigh, bitch. @MattBellassai",0
"It's funny when people say ""if someone says they're a boy, they're a boy!"" while calling me a ""bitch"" or a ""cunt,"" referencing my gender.",0
@Kcoop1k Bitch you owe me a couple blunts hoe,0
You wear makeup bc you're insecure nah hoe I just like artsy stuff & makeup is fun as fuck to do. Find something else to bitch about lol,0
have you ever called a dude a hoe or a bitch like he one of your bitches? 💀 i be slipping up,0
BITCH HOLD UP try putting yourself in her shoes you wouldnt even know what to do and how to react,0
NIGGA IM HOOOOTTTTTTT DONT SPEAK ON ME YOU BITCH ASS NIGGA ... NIGGAS DIE FOR THAT SHIT YOU READY FOR THAT LIFE HOE ASS NIGGA,0
@EllexMay @LozzimusPrime I prefer to be a cunt than a jealous bitch xD,0
"@adaizsalanisha Im trippin ? 😁 man bitch if you keep my fucking name out yo mouth dumb ass lil hoe , i understand y… https://t.co/jdrkAcdcss",1
Morning.  Twitter is being anal and trying to be a safe space for terminally offended.  Don't say cunt fuck bitch wanker ... cunts,0
You actin like yo bum ass daddy scaring us BITCH I'll slap that nigga with my dick don't play hoe,0
@Johnny___kilroy a hole whore out here literally and figuratively 😂🖕,0
"🤔 you ever notice how ""go text them other hoes"" backwards is ""i got options bitch so dont play""",0
I wish GOD would jus BITCH slap our whole planet into realizing it's not Kool what's goin on!!!! Jus my take on it..,0
"Whoever broke into my car and stole my weed this morning; I guess no one ever told you, NEVER steal from a witch. Karma's a bitch",0
"@FabianDragons @E3NintendoBot Bitch, I'm fun for the whole goddamned family",0
"Every light skin bitch use this emoji ""🍯"" when they saying they a snack. 🙄 Hoe you taste like butter not honey hoe.",0
@lucydeshae__ @_freeshank Hoe you down bad & you crazyyyyyy!!!! Ion think they hear y'all bitch !!!!😂😂😂,0
Dumb cunt ass cheating bitch doesn't deserve shit in this world but herpes 🙂🙂🙂 https://t.co/uHM4buNUA3,1
Bitch really just killed my whole vibe,0
madami ako nababasa na victim of like rapes and the people are blaming the victim pa like bitch diba they are innocent,0
when ugly hoes try to come for you .... Bitch DISGUSTING,0
“ No yo ass single cause you tell yo bitch business... to unknown hoes. ”,0
My mom said when I did she call dibs on my shoes bitch why you thinking about your child's death tf 😂😭,0
Keep the toxic people out of your life because they ain't nothing but bitch ass hoes,0
"Magnolia - Lil Wayne remix   ""And I. Fuck. These. Hoes. If. I. Don't. Dose. Off. On. That drank. If I. Do. Bitch you to blame, Coochie lame""",0
"Some dude is so angry outside at his girl he is yelling that she's a fuckin bitch, whore and he hopes she and her whole family die horribly",0
@yungscunt Bitch eat,0
These lil mut whores keep dickeating my man and they not even fans like bitch gtfoh,0
"@chandaclondon @KatySlaysBitch @xBillSkarsgardx Well, I think a wench comes from renaissance - ""whore""  Seemed out of line to me.",0
brianne swear to god she beyoncé 😂 bitch you from the calliope project ass hoe,0
@grapeskittle0 I'm a basic bitch what can I say,0
@allencayla Bitch you look like this without make up STOP PLAYING WITH ME. This hoe be on my dick man. https://t.co/qHz3MBBH3U,1
bitch whole pussy out wit some pro-keds on.,0
@its_miguelcunt bitch 😂 mm fuck it,0
@pksohi_ I'm so mad who gets me sick in summer like you're a bitch whoever it was 😂😂😂,0
"@cashewsandeggs Calling BS. As a femboy or a tomboy this bitch would have better ""rapey"" radar.",0
i need a bad bitch to rape me today.,0
"@Sesien 😂😂😂 good one bitch.  I still fuck badder hoes than you , habesha bitches 🤔🤔.  Your irrelevant , bitch I kno… https://t.co/WMQsBe54rY",1
@queenkiethy happy 16th birthday hoe!!! Have a blast bitch!!!,0
"Illegal Alien Charged In Alcohol-Fueled Hit-And-Run In Florida respect for life, or the law!#DeportThemAll #BuildTheWallNow",1
me and my sisters dog walking any bitch today so come on all you hating hoes,0
and no ian gon do fw yo clique but the next hoe that you love i bet i make that hoe my bitch ✅,0
"Do you know how many bullets I would take for Taylor, Camila, the whole cast of riverdale and ari? Bitch shoot all the guns at me",0
Whoever's just hacked my bnet i hope you die in a ditch bitch,0
@realDonaldTrump Bitch you're such a hoe.,0
Bitch our streak is dying @CuntessLady https://t.co/zEhSRma558,1
"For everyone who calls me a bitch, hoe, annoying, ugly, emo, etc. you're probably right congrats here's your medal good job 👏",0
my cholesterol was 288 and i got it down to 225 bitch i'm omw,0
@violetchackii SMH IM NOT     CUNT FUCK SHIT BITCH     I wanna be shadowbanned idk sis,0
@Sorcelll @FolkloreCunt @LivineGaming BITCH IM 8 INCHES!,0
You one of them who take pictures of his legs at the beach basic bitch hoein https://t.co/bmo1biWqhP,1
"My bitch ass brother cooked salmon an didn't clean up ANTHIN , now the whole fuckin house smells like DIRTY PUSSY #ITWENTTHRUTHEVENTS",0
Instinct leads me to another flow every time I hear a brother call a girl a bitch or a hoe,0
@RicanGuard Bitch you were supposed to be home 30mins ago you fat hoe,0
😤 NO BITCH WTF GIVE THIS SHIT TO YOUR LIL SIDE HOE https://t.co/3xgnw5fEtL,1
"My nail girl was hyping me up the whole time   ""I love your hair""  ""I love your eyelashes""  ""I love your outfit""  Like yass bitch, here's ya tip",0
@Gucci_kingTae nah I'm not gonna call you that  that's for whores     you just my bitch ;),0
@CNN LOLOLOLOLOLOLOL!! Damn. This guy really is a political WHORE. A first class bend-me-over bitch.,0
I'll never eat another bitch pussy as long as I'm breathing you hoes are nasty,0
@Corey_WS bitch have you read The Order of The Phoenix?!,0
fuck marty that cunt ass pussy bitch,0
"It baffles me that women allow themselves to get mistreated by ain't shit ass dudes. BITCH you beautiful, act like it!!!!",0
"@troyman13 TF you gonna do hoe ass ? get the fuck outta my dm's hoe, unless you really wanna it bitch https://t.co/fhwOhwnDE1",1
@karebearwastakn @ImNotScottySire @rapashton Why the hell didn't you tag me in this too bitch I'm a vine hoe too,0
walk a mile in my shoes bitch i cant even walk a mile in my own,0
a bitch can never get under my skin about NOTHING i don't be paying you hoes no mind y'all be beefing with y'all self I be chillin,0
@cuntcallie Well we're getting one tomorrow bitch 💜,0
"This whole ""love will find you if you wait"" is some bs. Bitch I been waiting my whole life and to whenI look for love I still can't find it",0
@glitter_comet Bruh this bitch so pale and ugly. Disgusting ass racist white cunt https://t.co/s4VPbdSA7L,1
I'll eat a nigga phone before I let him sneak & put me on Snapchat IG Twitter FB💯 bitch you not finna ever make me lose no hoes,0
IM GONNA BUY BTS X PUMA SHOES THE FIRST TWEET I SAID BYE BITCH IM',0
"Shoes? $1,200!  Glasses? Like $400.  But bitch, my outfit??  $20, bitch.    Get yourself together, bitch.  Learn how to budget, hoe.",0
"dis why i didn't want you following me you think everything is about u but i mean if the shoe fits go ahead, lace that bitch up & wear it",0
"The real problem is illegal immigration and if Cristhian Bahena Rivera wasnt in our country, Mollie would be alive today. #MollieTibbets #dummycratoftheweek #justiceforMollie #ElizabethWarren #IllegalAliens",1
Miami was my whole life a bitch will.be back next month real live lol,0
I can be the bitch  I can play the whore  Or your Fairy-Tale princess who could ask for more  #LyricBot,0
If a nigga who knows you were with his bitch right before him and gives you the side eye  He a hoe,0
@chipisacunt OMG BITCH WE HAVE TO GO I'M GONNA SCREAM,0
1 whole year for nysc bitch I am mad.,0
You hoes barely got this & that but be quick too say sum bout where somebody work bitch go get you a job ho,0
@_BigMommaThang Friday ? Bitch that's a whole damn week,0
"You ""love"" her but soon as she makes you mad she's a ""a dumb bitch"" or a ""ghetto ass hoe"" smh",0
"Vocabulary of Social Media losers "" bitch"" ""Cunt"" ""pussy"" etc 😂😂😂",0
"My mom FaceTimed me to show off new shoes she got and was like ""no cabe duda que soy una Bitch"" i love her 😂",0
"mann fuck a bitch , fuck feelings🖕 .Yall Hoes sneaky 🚮. I Hate All You Bitches ❗️. Wish you Bitches Die 😌 ..Goodnight 😍🔑❤️",0
"Y'all: ""Treat me loke a nutrag when we fuck"" blah blah BITCH IF I Wanted A FUCKING NUTRAG I'LL USE MY LEFT HAND WHORE! Be ACTIVE!",0
@NicMcCunty2 @mancbouncer Now nic bitch he proper dribbling stoopid,0
@melaniestocko Bitch stfu. Whoever is telling you that or making you feel that way can kick rocks. And you can tell them I said so.,0
@PerroHOE Perro stop acting like I don't always chop u up Bitch,0
@MeekMill YOU KILLED THT BITCH. I'm a drake Stan and this hoe sonically better than more life 🔥 I knew when u ran up on faree old u was back,0
The shoes are cheap they 70 but the website that sells and ships to me is selling them for like 139 so I’m just like BITCH,0
@ZCWproductions Cunt boy got it fucked up. I handle shit and handled his bitch ass,0
I really need to stick to the whole gluten free thing.. celiacs a bitch,0
"Hoes will be hoes, bitches will be bitches, and Eryka will be mothafuckin' ERYKA! Thank you bitch!",0
@HAWofPA @MariGrace555 @foxandfriends @GriffJenkins yea bitch we are out hoe and ???? what you going to do hoe,0
theres nothing more i hate than joffery. cunt lookin ass bitch,0
My little brother should've been a girl I swear he's the biggest cry baby little bitch like how my dad & sisters are assholes??? 🙄😒,0
@qweenhoe bitch you guessed it!,0
My Shoes 1 Of A Kind Bitch You Can't Find These In New Orleans,0
Rape the rapist fuck the rapist rape the rapist and Im doing it with h8te bitch,0
"the ""hoe don't do it/oh my god"" and ""bitch you guessed it/you was right"" vines occupy the same spiritual plane",0
@brianstelter @JonLemire @CNN But he'll bitch about it the whole time 24/7 while screaming at the TV. What a lazy loser.,0
You can always tell a wack bitch by her shoes 😂dead ass,0
Fuck whoever drank 2 of my teas. Fuck you. And your fucking family. And I wish bad juju karma on you. Because you're a mf cunt waffle.,0
"Bitch, I'm prolly gonna be depressed my whole life with how it's lookin LMFAOO",0
A Bitch Don't Be Worried About You Hoes Ease Up 🙄,0
I tweeted Rachel Starr I loved her every day for like 4 whole years and we STILL ain't married. Like how much fuckin love you need bitch???,0
@exohoe AM I SUUPOSED TO FEEL LOVE ? BITCH I DO,0
fun fact: this is a 1975 lyric and some local bitch tried saying this was about her & that I called her a whore in… https://t.co/9kCO7ZvTt8,1
i didnt tweet that junhoe is that bitch today but just remember that he is that bitch,0
If it's fuck me then it's fuck you. Y give a fuck? Yall still 👿hoes👿 playing tic tac like some bitch 👿ass kids. Undercover 😡booty faggots. 👿,0
im that bitch that will fuck your homies when I find out u aint shit .. like damn I knew I should've hit him instead .. thats not hoe shit,0
Bitch I'm cool af if you curve me you a lame hoe 😂,0
21 savage: You put a ring on that bitch and she a freak hoe     Also 21 Savage: https://t.co/lbyeiac96s,1
"@yaboiimike1 You a bitch mike snake ass hoe mike stfu before I steal your nvm you don't got one lmfao ""looking"" lma… https://t.co/CMwMcF2kp3",1
My mom called me a shoe whore and it's true </3 lol,0
@Car @HoelyVerses Bitch you stole this from Tron,0
"Ay bitches its time to rock an fuckin roll, if theres any slags out there wanna come 2 me gaff giz a bell ont blower     CUNT",0
"BITCH YOU A PEDO YOU STILL TALKING BOUT CREDIT CARDS, been going past 2 days like a hurt HOE @thatduderex",0
Bitch I clearly realized that already look at my name. Dumb cunt https://t.co/FrFiV48MUm,1
The next person to call me a fat bitch or a fat cunt is getting their fucking teeth knocked down their throat .. I am not the one ‼️😊,0
Yeah Bc this bitch boutta get raped and murdered so no shit she ain't ever comin back https://t.co/ByjXSba9Wt,1
"i was like oH hEll nO bITCh, so i just kinda like looked away and he went to sit down and the whole time he kept looking over at me",0
bitch I'm gonna slap those hoes commenting about other members when YOU SHOULD BE GRATEFUL THAT NAMJOON IS THERE https://t.co/YItsQUD0AG,1
God Bless: the intro? im fucked UP BITCH I LOVE. pretty ass chorus. the imagery she uses matched with her voice is angelic queen of women🇺🇸,0
Then stop being a whore and tell her? Dumb bitch https://t.co/zzXqLjISbl,1
If You My Bitch You My Bitch then and that just means You My     Bestie   In  This  Crazy  HellHole,0
@elizaa_jasminee Bitch you are going slow I was like Ima mug this hoe and it was you 😂😭,0
"I hate stupid ass questions   Like. ""My head hurt""    ""Why""    Bitch cause my head hurt hoe I have a headache",0
"bitches be on this hoe reading threads on how to take care of their man and please em, like bitch if you don't figure it out fo yoself lol",0
"""Media Blackout: DACA Recipient Threatens To Commit Mass Shooting At New York High School via @USIACrimeReportShe is NOT an """"undocumented immigrant""""!She is an """"Illegal Alien Terrorist""""!#BuildTheWall#EnforceUSLaws#DeportThemAll#NoAmnesty""",1
@_Qalandar_ calling me selfish bitch is ok   U knw what u r a jealous cunt   Mri life aur barbad na kro   Coz what I'm going thro is I knw,0
bitch ass hoe you feel me,0
"@AhsanNasir5 @enough14 @AZeckenbiss Gtfo off europe. Here is no place for you, you rapefugee.",1
Niggas bitch about women because they not used to getting women.,0
"And if you ask me, you a bitch ass nigga if you let another hoe disrespect the mother of your kids 👐",0
"bitch please stop calling me candy mouth , fucking whore https://t.co/ssYWtAxz4y",1
She asked if i wanna suck pussy biTCH I BEEN DOING THAT THIS WHOLE TIME,0
Bitch im watching Friends at my friend house and why they got phoebe carrying 3 triplets for her brother that seems weird,0
"I'm a whole bitch lol aj know all it take is a ""I love you, bestfriend."" & he get's whatever he wants 🙆‍♂️",0
Bitch shut up u a whore https://t.co/G3KmUDntEY,1
My ex tried to hurt me yesterday...so I tore him a new asshole. No one gets that I'm actually a bitch. #notevensorry,0
I'm the most sensitive bitch in the whole entire world bc I take everything to heart 🙂🙂🙂🙂🙂 and I hate it sm,0
This nasty bitch raped her sister and WW are still team Lena Dunham. Seriously how,0
@JoshCh_1 @CashNastyGaming @iiShoelace Dude your not showing your face so why should I bitch,0
"2. ""Ya so the guys from yesterday who were harassing the lifeguards are  and theyrecalling *unnamed lifeguard* a cunt, bitch, etc...""...",0
"Do u know how many times black femmes/woc are called NEGATIVE, BITCH, CUNT just for existing, speaking mind, challenging old norms",0
Hoowww did youuu get here?! Bitch I caught the bus hoe! 😭💀,0
@OiNoya they couldn't deal with his hair. too vegas bitch. vegas whore teas were spilt.,0
🌶🌶🌶 hey Dave ILYSM haahah bitch you're my karaoke whore! Hurry tf and get back we finna do shit LMAO! I love SM boo thank you for everything,0
Previously Deported Illegal Alien Charged With Raping 15-Year-Old Girl In Kansas How many more victims?#BuildTheWall#DeportThemAllCrime was committed with premeditation during the commission of a Felony.#LifeWithoutParole#DeathPenalty,1
@FifaOverHoes 😂😂😂😂😂😂😂 life's a bitch,0
@SCVSHERIFF which one of you shitheads invaded my privacy at my home then drove off like a bitch last night? Ask the whole dept for me,0
@violetchackii Shit Fuck bitch cunt,0
@WelshGooner95 @paul_donohoe74 Haha he's a right little bitch,0
@Ronnie2K you a bitch don't make another 2k them hoes be cheating bring 2k15 back fuck nigga,0
@thugwaifu @deadhomosexual @NatarshaAU she calls me a whore when really im a cyber slut smh,0
Just like every other social justice cunt: bitch doesn't know anything about the economy. https://t.co/Bb6r5h99dt,1
@KarenUniteWomen @DrJillStein Karmas a bitch jill stein.  Your being investigated by the FBI for russian ties.,0
"idk why my icon isnt apoo cuz he is my number one fav, i think i just really love caesar's whole aesthetic  love this goth bitch",0
@keegdm 😂😂😂😂 Bitch he'll be getting more than just shoes 👀😏,0
When I was a young bitch! I swear you hoes couldn't fuck with me! Miami 5 times in one year. From paying $200 for a set of nails .,0
" WHAT THE FUCK--     The spoon got stuck in his hair.    "" BITCH DON'T BE DRAMATIC THERE'S NO HOLE OR BLOOD. """,0
You just fwm no more never did bitch ionkno whores,0
Man i wanna smack the bitch that sent 2pac to jail for rape 😒😒,0
@smileitscoree Bitch yesterday you didn't text back . But shut up we gone smoke hoe,0
@BTS_twt bitch i can't wait to buy the shit outta those shoes got damn,0
"Fuck those ultra liberal cunt rags on ""The View"". They should be careful of what they say. They're hateful bitches pushing tainted agendas.",0
"There's absolutely no bitch or hoe in my blood. I think people underestimate that, though-which is fine.     You'll just learn the hard way.",0
It's 2017 n bitches still don't kno the difference between being freaky and being a whore 😂😂,0
"I did not come to play with you hoes, I came to slay, bitch",0
@jakepaul ur vids are great but learn to not be an asshole off camera bitch,0
"Saudi Arabia is the U.S's bitch, they fuck her and then give her skyscrapers and gold plated cars. While the rest of Arabia starves.",0
@__SHANYA_ Bitch you got plans! With me hoe!,0
When one of your old hoes dm you saying '' oh your bio is finally clean'' like bitch you disrespectful bye 😒,0
Bitch shut your bubble gum ass the fuck up kick rocks hoe https://t.co/lORa2SByJO,1
@chrissriosss Dude we call each other bitch/hoe 24/7 🙄😂❤,0
"@KellyannePolls Trump called McCain a loser for being a POW, as was my dad. Your skanky arse, will soon be on the street. Few want 50+ whore",0
@cheee_01 okay bitch tf . butttttt im going outta town in a few days whore 😜😜,0
I Hope Whoever Watching My Page Going Back Telling Chris What I Post ' Get You A Life Miserable Bitch,0
Can't wait to dye and cut my hair. Gone be a whole new bitch.😜,0
This dude is a whole bitch 😭,0
That Hoe Karma Is Bad Bitch 😩,0
u scared to rape a bitch? I cant relate,0
If you aren't able to sing the whole song don't sing the bitch at all then.,0
"3) ""you okay?"" ""Fuck you you fat bitch."" ""Fuck you too whore""",0
@Lizz_x_ Bitch and you froze mine! Now how am I gonna get new shoes before I leave? 😑,0
@realDonaldTrump WHERE IS YOUR BITCH ASS AT TONITE??? I KNOW YOU ARE SCARED AS SH**!! THE WORLD AWAITS YOUR DEMISE YOU THIN-SKINNED ASSHOLE!,0
Bitches kill me with that bitch wanna be me hoe you don't wanna be yourself🙄😒,0
Can't believe some italians had the audacity to bitch about us the whole train journey then ask for one of our haribos,0
ugh why are people so in love with me. living off my business WELLL bitch you put your whole life on here,0
"Fuck these hoes !!! They ain't gone send you nowhere but to the clinic or hell , let that bitch keep them problems… https://t.co/aL4zvU9wkU",1
"@_cuntea he's a cockapoo LMAO  10/10 would recommend tho, v small and cute and smart and lov to be ur bitch",0
"If you have a bitch, don't text me. Don't try to flirt with me. Respect your hoe. I should not have to be the one defending this thot.",0
@saayylorrr @morgan_muth @abigaillll2 you lame bitch that's all you can say... smh you a fake ass hoe like nobody l… https://t.co/zlekNdSBFe,1
"not even about to make it hot🙄😂stay in your lane😕no ones worried bout you, but hey if the shoe fit then lace that bitch up & wear it😇",0
@chyyriptre @PrrettyRedd You must be the side hoe or the low key hoe you providing you fuck with him a bitch who fw… https://t.co/CVU3hrxRBr,1
females are even worse 💀 fuccin whores will clique up when they only got one thing in common = mutual hate for ONE bitch.,0
✨🌈: wasupppp dyke😂 I love you daddy lmaooo you my bitch and you cute and gay asffff smoke one before school hoe !,0
"@DanBilzerian Weren't you a trump touting asshole? Don't bitch now, bitch boy.",0
"""@ceraldi_carleen I am sure he lied about it on his application. They need to deport him like they're doing to all naturalized citizens who """"lied"""" on the apps. #sendthemback""",1
ight y'all so it's almost my birthday &&& with that being said i'm tryna be shaaaaapoppping . whole new bitch feel me . so bam vote,0
"Bitches be selling they body and acting boogie, bitch you a hoe I see right through you",0
@LoneWolf964 @x_markdaspot @imaniblacktv leave my bitch alone people make mistakes so stfu a go somewhere you big shoe lookin ass mf,0
"stop JUDGING bitches by there cover, jus cuz she bad don't mean she's a catch shawdy could be a whore 👀 das opposite of a keeper",0
Karmas a bitch hoe & on my momma you gon get yours.,0
You wanted to leave me now you stuck with money hungry stuck up hoes good luck finding a faithful loving bitch like me 😇,0
@hoe4wonho Bitch you're stuck with that LMAO,0
@velvetpjm BITCH DID Y'ALL HEAR THAT HARMONY?!! Kim Seokjin came to remind you hoes what a vocal king sounds like,0
@littlesourtaste @messytourvan If he's being a little bitch then he needs to be treated like one. He's an absolute cunt.,0
"but why do bad built/ugly hoes have the most shit to talk. like it irritates tf outta me, if you don't sit yo ugly ass down somewhere bitch",0
S/O to all you lurking hoes and bitch ass niggas 😇🖕,0
@OnlineMagazin I'm not for hitting children but this rugrat is the exceptionsend his mini muslim ass to Turkey if it's so great!!#CloseTheBorders #SendThemBack #BanIslam #BanMuslims,1
How are you gonna yell through the whole house cause you heard someone rolling over and the bed creaked. Bitch what?,0
I am a broke bitch that wants the bts puma shoes and I cannot pay in love,0
@hoetogenic BITCH soon but he's done this before,0
You & yo bitch some ratchet Bonnie & Clyde hoe,0
"I be lowkey puzzled when random hoes block me...like bitch ion even know you, fuck you mad at me for?",0
Am I the only one who agrees with Montana??? Gabby is a snakey cunt karmas a bitch😘😘 #loveisland2017,1
@DenzelPhoenix 😂😂😂😂 I been feeling like this 4 a while but thought it was bad because she's happy but BITCH YOU HAVE OTHER JOBS 2 DO!!,0
"You Hoes ARE NOT Slim Thicc, You Just A Little Less Fat Compared 2 A Regular Size Fat Bitch!!!",0
@happiestkyj You're a funny bitch and I love you cunt :) ♡♡,0
anyway this bitch is back and ready to detest boygroups minus bts and bap with her whole heart and being,0
I HATE NICK BRO LIKE NO STFU BITCH ASS CUNT,0
@Trapez13 Bitch you scared me. I thought something happened,0
period boobs got you feelin like a whole new bitch,0
@scrowder if there were a female 007 SJW's would bitch about portraying violence against women.,0
ANYONE WHOEVER DOUBTED LOUIS & SAID HE COULDNT SING GO LISTEN TO #BackToYou & IF U DONT CHANGE UR MIND UR JUST A BITTER BITCH,0
this bitch escaped prison like 2 or 3 times and he fled to florida and killed more women there but a cop pulled him over and he was caught,0
"@ashonasty Ash you deserve alllll the hate you get you hoe ass bitch, out here being a damn Hypocrite you and cash some damn FAKES. Hoes",0
@DidNaziMeComing farm rapes are real too bitch,0
"Stop Looking at us asshole.  You don't know me anymore.  I know you 're a bitch since jhs.  Sorry not sorry, but i'm a mother fucking bitch.🔥",0
"When you gotta break check a little teenage bitch at 7am, already. Learn to drive hoe",0
"@RedEyes_Sword ""How many times do I have to tell you; I speak English. Not bitch, not whore nothing besides English.""",0
bay bitch  always on the move witch  dick to dick  don't know who to pick  you think you're going up  i'll keep it on the low  you're just a hoe,0
"I have never raped a bitch, but I will break a bitch. – @Kandi's official season 10 tagline! #RHOA",0
But don’t let ‘em hear you fucking these hoes though⁰He gon’ kill you ‘bout that bitch,0
@ebehoncho Bitch yk I don't eat pussy fuck hoe,0
"swear, next bitch i fuck ima get her pregnant 😈💯 cummin for you hoe!",0
"2. ""Ya so the guys from yesterday who were harassing the lifeguards are  and theyrecalling *unnamed lifeguard* a cunt, bitch, etc...""...",0
"happy birthday bitch, hope you have a great one hoe! 😊💞 @pastrano_bailey",0
@SpeakerRyan hey asshole we don't care if you don't want the wall we want it and you answer us dirtbag bitch,0
"When I die, whoever speaks .... I need you to start off whatever you say with ""that was a bad bitch""",0
"""They should have beaten the """"teen"""" (probably a bearded rapefugee) within an inch of his life. Castrate and deport.""",1
Nail salon playin sad ass MFn songs totally ruining my whole treat yo bad ass queen self attitude while I try to hold back lil bitch tears.,0
Whoever the last bitch you was fucking with tell her it's over 😝,0
I hate when a bitch call you ugly hoe you had to Sneak up on a mirror 😝😂tf,0
I hope they give Orenthal another 9 1/2 years and let him rot and die in that hell hole. Karma is a bitch and so is OJ. #feedOJ,0
guy asked me what shoe size I Am so I said 8 & he was like you're my size & I'm like either I have a big foot or you got a small one;) bitch,0
"I can never have a conversation  with my best friend without calling her ""bitch"" or ""hoe"" 😭❤️ coz I mean dassss my bitch ❤️😃😍",0
If that's true Ky is a bitch. But he's the best PG in the league so let's grab whoever Bron wants to play with in a trade & win more titles,0
I'm about to bitch slap bro so he know he's a hoe,0
Illegal Alien (Who Obama Released) Sexually Assaulted 14-Year-Old Girl In New York via @USIACrimeReport@realDonaldTrump #NoDACADeal #BuildTheWall #KeepAmericaSafeWhy is he still here?#DeportThemAll #ProtectOurChildren,1
bitch you just said you don't fuck with that boy😂😂😂 hoe blew me,0
I get so excited when I make a hair appt bc I know I'm about to be a WHOLE new bitch 😂👱‍♀️💇😛❗️,0
@VIdarVikingElvi I love how you think calling someone a dumb bitch is okay though. Your hate for women is very telling.,0
"the crazy part is, y'all be moving on soooo quick. out here talking to a new bitch the next day. you are a straight burnt out hoe LMAAAO.",0
I need $$ for them shoes but a bitch like me is broke :(,0
"Fuck @realDonaldTrump yous a bitch, legalize weed hoe as nigga.",0
Salmon cost P400 per 1/4 size of the whole fish.     And i was like    Okay bitch no money needs to waste.,0
Omg these hoes at Bank of America so mf rude . Like bitch if this glass wasn't between us I would snatch you up,0
"@alina_gleb Idk, I'd rather die than be sentenced life in jail and become someone's bitch who rapes me.",0
Whoever just got the last pair of them top 3 1's from laced up you a bitch 😒,0
"Some of you hoes think you so bad. You might have bad breath, bad credit, and be badly built but you not a bad bitch",0
take your shoes off when you enter my home. bitch,0
"Shakespeare was really wildin' back in the days, calling everyone & everything a cunt    bitch same tf",0
What a disgusting fucking cunt this bitch is I hope she was attacked by the dogs defending their owner #getridofthem https://t.co/2ths8dVweG,1
I really be feeling like a whole new ass bitch with my hair straight,0
Neva trust a bitch🤘 if she tell you she don't got hoes or nigga's her ass lying💯,0
@questhoe you fuckin WHORE happy birthday I love you and you make me so proud im thankful i know you brodie,0
Woman Dies After Being Pushed Out Of Speeding SUV By Previously Deported Illegal Alien via @USIACrimeReport#BuildTheWall #NoAmnesty #NoDACADeal #DeportThemAll,1
shaved my whole fucking body and I feel like a brand new bitch,0
"Ice cream machine was down, which means no Frape. No coffee = bitch 💁‍♀️",0
I'm actually in the same position but this bitch wanna act like a cunt towards me so guess what u ain't knowing shit https://t.co/VzuE7N7VUn,1
@AuburnJulia @Satiricali @classicconservv @rufffitzwilliam @Mellecon @ihate_everyone2 you don't know me to call me a whore bitch.,0
i LOVE you you are one of my closest friends here and i love everything about our friendship and i just love u so much bitch u are my hoe,0
"Lifes a bitch, cause a hoe is too easy",0
@ItsJordannHoe Is even more funny when u say it loud and when u cursing like bitch bitchy Bitch ahhh Bitch lmao,0
"Whenever HP is on I have this sick need to watch it & bitch the whole time.   Scene that grind my gears:  ""HARRY DID U PUT UR NAME IN GOF!?""📢",0
"You a hoe — Bitch, this ain't a question or a confession  https://t.co/1uhNlXfWrQ",1
I don't love you bitch you a hoe I never will can't tell you my feelings because  pimpin don't feel @SugaFreeWisdom,0
BITCH. YUGYEOM IS A WHOLE DAMN LEGEND,0
"@Popephoenix The swamp yeah lol ""You from Baltimore bitch""",0
@PRyan BIGGEST MISTAKE EVER.. Can't wait for Karma to come around to visit all of you FUCKING ASSHOLES and SHE will She's a real BITCH   LOL,0
@Hey_fannnns  you see my text just like that bitch Carla period  Y'all bitches know ion go out sad bout shit like you hoes 💯 yea ok I'm DTM,0
@geo2210 Who isn't troubled ? Bitch he had 6 kids. He's a selfish cunt.,0
